Name,Address,Latitude,Longitude,Note,Total_review,Reviews,Category,weather_impact
Swapfiets Paris,"115 Bd de Sébastopol, 75002 Paris",48.87,2.28,"4,3",427,"[('Paul Met', '2024-10-21', '5', 'C’est excellent. J’ai loué un vélo mécanique pendant 8 mois.\n\n- Le vélo : confortable et les antivols intégrés sont très pratiques. On peut le …'), ('Ines M', '2024-12-06', '1', ""Première panne : Le 30/09/2025 (5 jours après le début du contrat), j'ai eu une roue crevée. J'ai dû attendre plus d'une semaine pour un rendez-vous afin de changer le vélo à mon domicile (intervention le 08/10/2024) …""), ('Maxime ARLANDIS', '2024-08-22', '4', 'Je suis plutôt content de mon vélo pour un point qui ne doit pourtant pas ravir tout le monde : il demande de l’effort. Même en vitesse 3, on est sur un vélo assisté mais pas sur assisté au point d’avoir l’impression de ne fournir aucun …'), ('Corentin Combalbert', '2024-09-21', '1', ""Le Ryanair du vélo...\n\nJe suis vraiment déçu de mon expérience avec Swapfiets. J'ai gardé le vélo …""), ('Guillaume Legros', '2024-09-21', '5', ""Super accueil.\nExcellente prise en charge avec explications au top.\nInformations pertinentes sur l'utilisation du vélo, les possibilités de …""), ('Phoebe Todd', '2024-09-21', '5', ""Je suis venue pour voir si j'aimerais prendre un vélo. La dame qui était là était trop gentille et m'a beaucoup aidé. Je pense qu'elle s'appelait Emily. Je vais revenir très vite\u202f!""), ('Anne Sassenage', '2024-10-21', '3', ""C'est peut-être un détail pour vous...\nMAIS:\n1/ Si vous faites moins d'1,63 m, à l'arrêt, vous serez en équilibre instable …""), ('Julie SUN', '2024-07-23', '5', ""Depuis que j'ai dû envoyer mon vélo électrique en réparation, j'ai trouvé cette entreprise par hasard sur Google et franchement, ça fait l'affaire. Le vélo électrique suffit bien pour une randonnée de 3h, je n'ai pas eu de problème sur la durée de mon abonnement.""), ('Cynthia C.', '2021-12-21', '5', 'Service de qualité\nLe personnel est réactif et très agréable.\nLes vélos sont robustes\nC’est un excellent rapport qualité prix'), ('Marie Lecoutour', '2024-08-22', '5', ""J'ai été prise en charge par Maria pour changer mon vélo. Super accueil, très gentille et pédagogue. Merci beaucoup !!\nC'était très cool"")]",bike,2
Paris Seine,"at the foot of the Orsay Museum, Port Solferino, 75007 Paris",48.87,2.28,"4,4",1605,"[('Ayour EL', '2024-11-29', '5', 'Nous avons passé un excellent déjeuner à bord du bateau-restaurant. Tout était parfait ! Le service, assuré par Georges, était exceptionnel, avec une attention particulière portée à chaque détail. Il a su être à la fois professionnel et …'), ('Kahaia Raparii', '2024-11-20', '4', 'À faire au moins une fois dans sa vie .\nVoir même à refaire c’était top en famille et entre amis 😊✨\nLe service bien… …'), ('Jean Marc Alves', '2024-11-20', '5', 'Invité pour mes 40 ans par ma femme, j’ai apprécié le cadre et la cuisine. Le service quand à lui était impeccable, Céline était très souriante et avenante. Elle a contribué largement à notre bonne opinion sur le restaurant. …'), ('Charlie Canova', '2024-10-21', '5', '800km pour le concert au stade de France avec une journée à rentabiliser à Paris...\nPlus que réussi. …'), ('Christian LABIE', '2024-11-20', '5', 'Soirée magnifique à visiter Paris sur le bateau croisière Maxim s dans un ambiance cosy avec un chanteuse. Le repas était super avec un excellent foie gras maison et un service sympa …'), ('Guillaine Baronnet', '2024-07-23', '4', 'Nous avons passé un très bon moment sur la péniche.\nLe succulent repas nous à été servi avec soin par Benjamin.\nNous sommes ravis de cette expérience, tans au niveau qualité de la cuisine que …'), ('cath 78', '2024-12-16', '5', 'Très belle soirée sur la Seine ! Menu, service et ambiance super 👍 je recommande sans hésiter ! …'), ('Radouane Laajine', '2024-08-22', '5', 'Très bonne expérience d’un déjeuner en balade sur un bateau pendant 2h dans la Seine, repas très bon et petite croisière autour des monuments parisiens.\nLe service au top, le serveur BAN a pu nous conseiller par rapport aux boissons et répondre à nos demandes.'), ('D S', '2024-10-21', '5', 'Très belle expérience ! Le personnel est très accueillant et à l’écoute. Le repas était délicieux ! Je recommande fortement ce déjeuner croisière.'), ('Métamorphose éditoriale', '2024-10-21', '5', 'Une expérience incroyable ! Merci à Ban pour son service professionnel et chaleureux. La qualité du repas est excellente.')]",cruise,1
Vedettes de Paris,"2 Port de Suffren, 75007 Paris",48.87,2.28,"4,3",6346,"[('Samuel Lebon', '2024-09-21', '5', 'Un très beau moment sur la Seine à un prix très compétitif. Une belle expérience à vivre pour découvrir les plus beaux monuments de Paris au fil des eaux.'), ('MICKAEL VILLETTE', '2024-11-29', '4', ""Accueil agréable au sein de cette entreprise qui a fait le choix de l'électrique pour 4 de ses bateaux. A proximité immédiate de la tour Eiffel. Promenade sur la Seine d'une durée d'environ 1H10.""), ('mimi DE SOUZA', '2024-07-23', '4', 'À faire absolument cette balade en vedette sur la Seine. Pour découvrir ou voir autrement les différents monuments de Paris. Avec guide. Je recommande vivement'), ('Eva Tevalo', '2024-05-24', '5', 'Étant parisienne, on a tendance à délaisser les activités touristiques. Mais je préfère vous dire que ce sont des activités cool, mise à part le prix qui est élevé (normal c’est pour des touristes). …'), ('Bunel josette', '2024-06-23', '3', ""Le bateau est de bonne  taille . L'accueil sympathique. La balade agréable.\nCe qui nous a moins plu, ce sont les commentaires absolument inadaptés aux enfants. Nous nous attendions á des commentaires ludiques et pédagogiques. Même nous, adultes, n'entendions pas et ne pouvions suivre. Dommage, vraiment.""), ('Eva Guegano', '2024-11-20', '5', ""Croisière d'une heure où on découvre les monuments de Paris depuis la Seine. Très agréable. Nous avons fait le choix de rester dehors pour bien voir mais il y avait une salle où il faisait chaud si on avait voulu. …""), ('Laurent Baldovino (Paris-Zagreb)', '2024-08-22', '5', ""Du départ de l'embarcadère l'ambiance d'une ville magique via son fleuve se ressent. Manière complémentaire de voir la ville au fil de l'eau. En famille avec un billet coupe file couplé à la Tour Eiffel c'est incontournable.""), ('Anna MEGRIER', '2024-06-23', '5', 'Super moment passé sur ce beau bateau, un guide très sympathique, on a adoré redécouvrir Paris même en n’étant pas des touristes ahah.\nJe recommande cette croisière sur la Seine agréable, enrichissante, et pleine de bonnes découvertes 🤩 …'), ('Dylan Ménard', '2024-12-06', '1', ""Très mauvaise expérience dans l'ensemble, j'ai été marqué par la façon dont les supérieurs traitaient les jeunes employés qui font de leur mieux. Entre humiliation sur place publique et harcèlement, il m'a suffit de quelques échanges avec …""), ('Caroline Strauss', '2024-11-29', '5', 'Prenez l’option coupe de champagne et mettez de la musique avec votre accompagnateur 🎵\nC’était très dépaysant et sympa …')]",cruise,1
Victoria boat Paris - Croisière privée à Paris,"6 Port de Grenelle, 75015 Paris",48.87,2.28,"5,0",50,"[('Simon Says', '2024-11-20', '5', 'Quel agréable moment passé à bord du Victoria une magnifique chaloupe en bois!! Olivier prends soin de son équipage et ça fait du bien. Prestation de qualité avec un service top à la hauteur de la plus belle ville au monde. Je recommande …'), ('Nassim', '2024-11-20', '5', 'Un immense merci à Olivier pour avoir rendu ce moment si exceptionnel !\nGrâce à lui et à son magnifique bateau, j’ai pu faire ma demande en mariage dans un cadre magique et romantique, un instant unique rempli d’émotion. …'), ('yehouda abrahami', '2024-11-20', '5', 'Super moment passé à bord de la croisière dans cette charmante chaloupe avec notre capitaine Olivier. Tout s’est très bien passé. Il était aux petits soins. Je recommande fortement pour passer un agréable moment cinq étoiles.'), ('Katia Locatelli', '2024-01-25', '5', ""Une croisière magique et inoubliable qui m'a permis de découvrir Paris et ces splendeurs. La ville lumière prend toute son ampleur de nuit. De plus Olivier est un capitaine aux petits soins et plein d' humour. Je conseille fortement✨✨✨""), ('FRAN B', '2024-04-24', '5', ""Surtout n'hésitez pas une seconde, c'est une expérience inoubliable.\nOlivier le capitaine est aux petits soins.\nLe bateau très confortable, la ballade est absolument magique, c'est à vivre. …""), ('A Bert', '2024-02-24', '5', 'Une soirée inoubliable auprès de notre chère Capitaine Olivier!\nUn moment hors du temps qui nous fait apprécier cette ci jolie ville 🤩\nUn grand merci pour l’organisation au top 👌 …'), ('Michewl Zbeul', '2024-11-29', '5', 'Excellente soirée, service sur place fabuleux\nC’était vraiment top'), ('Nicolas Ayik', '2023-12-21', '5', 'Petite balade avec ma copine sur ce bateau fort sympathique ce 28 Mai 2023. Le capitaine Olivier est passionné et ça se ressens, il vous offre un moment inoubliable. …'), ('pascaline scharapan', '2024-08-22', '5', 'Une expérience inoubliable ! Un anniversaire pendant le JO Paris 2024 sur le bateau d’Olivier 🤩 Allez y les yeux fermés 🤩 demandez à Olivier ses bonnes adresses 😋 !🙏🙏 …'), ('Ouvrard Edouard', '2024-09-21', '5', 'Oh Capitaine, my Captain ! Merci pour cette merveilleuse croisière sur la Seine.\nJe vous encourage à le faire sur son bateau Victoria Boat et en sa compagnie. Vous découvrirez Paris différemment.')]",cruise,1
Seine Privée - Croisière privée à Paris,"Port de Grenelle, 75015 Paris",48.87,2.28,"4,9",204,"[('Carole Monnoir', '2024-10-21', '5', 'Expérience unique et ultra chaleureuse! Anne et Philippe vous accueillent sur leur magnifique vedette pour un embarquement de qualité! Tout y est: la convivialité, le standing, le repas délicieux et créatif fait maison par Anne et …'), ('Pierre-Ishua Benyayer', '2024-09-21', '5', 'Un enchantement ✨\n\nCe moment suspendu et magique a été une réussite parfaite pour célébrer notre …'), ('Sonia McMAHON', '2024-02-24', '5', '(I am leaving two reviews: French/English)\nUne après-midi inoubliable.\nPhilippe et Anne ont été les hôtes parfaits. Le bateau était magnifique, …'), ('Lucas Orry', '2023-12-21', '5', ""Ah, Seine Privée ! 🚤🍾 C'est comme si quelqu'un avait pris l'essence même du romantisme parisien, l'avait mélangée avec de la classe et y avait ajouté une pincée de magie nocturne. On était 12, telle une douzaine d'huîtres mais en beaucoup …""), ('Morgan Brault', '2024-09-21', '5', ""Une soirée inoubliable sur la Seine ! Le dîner était exquis, avec une nourriture délicieuse servie dans un cadre intime et élégant. Le coucher de soleil sur l'eau, visible pendant le repas, a ajouté une touche magique à l'expérience. Je recommande vivement ce dîner privé pour une soirée spéciale à Paris.""), ('Naeva Brault', '2024-09-21', '5', 'Une expérience magnifique.\nNous avions été accueillis par Anne et Philippe, des gens super-sympas. Nous avons dîné sur le bateau, de l’entrée au dessert, tout était délicieux. On a …'), ('jos par', '2024-10-21', '5', 'Inoubliable, magique, magnifique balade, moment génial... Gentillesse des hôtes, convivialite, qualité des mets préparés par Anne, ...\nEt bien , tous ces compliments élogieux mille fois répétés dans les avis nous …'), ('Cyrille Bonaventure', '2019-12-22', '5', ""Moment unique sur la Seine avec un bateau privatisé pour l'occasion, afin d'admirer les plus beaux monuments de Paris.\nService au top et repas très bon! Le bateau est magnifique (jusqu'à 12 …""), ('Philippe Auberger', '2024-10-21', '5', ""Superbe moment pour cette croisiere. Difficile d'eviter les superlatifs mais tout est simplement magique. Anne et Philippe sont des hotes d'une grand generosite. Un dinner delicieux, des produits de qualite et Paris sous vos yeux. Un moment juste extraordinaire.""), ('René HUENTZ', '2021-12-21', '5', 'Superbe soirée tout était au top le bateau la chance du beau temps et naturellement Anne et Philippe super sympathiques le menu juste ce qu’il faut. L’Anniversaire de mon épouse réussi les garçons ont eux aussi ont appréciés cette soirée …')]",cruise,1
WeBoat - Croisière en bateau privé sur la Seine à Paris,"1 Port du Louvre, 75001 Paris",48.87,2.28,"5,0",60,"[('marie ceccarelli', '2024-07-23', '5', 'Moment Magique !! Toute l équipe de weboat est au petit soin pour que l on passe un moment de rêve ! Benjamin au clavier nous a fait chanter et danser sur tous les tubes qu on adore! Paris est tellement belle vue de la Seine. Weboat est exceptionnel ⭐️'), ('Elise Vd Schans', '2024-09-21', '5', ""J'ai réservé ce tour privé sur la Seine pour les 50 ans de mon mari. L'emplacement de départ a été très facile à trouver, le bateau était à l'heure et nous avons embarqué très rapidement. Le bateau est très joli, confortable et propre. Les …""), ('Ornella D', '2023-12-21', '5', 'Génialissime ! C’était juste parfait. Soirée entre filles pour un EVJF qui a été le meilleur moment de la journée. Je recommande à 200% et notre capitaine Franck a été fantastique !'), ('Xavier DeRGL', '2023-12-21', '5', 'Larguez les amarres avec Weboat ! Probablement une de meilleures croisières sur la Seine dans Paris. Quel que soit votre événement, allez-y les yeux fermés, l’équipage est aux petits soins, service pro et détendu pour vous faire passer …'), ('Alexis Martin', '2024-07-23', '5', ""Incroyable expérience avec un équipage ultra sympathique et bienveillant.\nFrank et Sarah nous ont super bien accueilli, on s'est trop amusé et c'était un plaisir de discuter avec eux tout en ayant pleins de moments d'intimité entre nous également tout au long de cette magnifique croisière sur la Seine.""), ('Jean-Baptiste Fouyer', '2024-06-23', '5', ""Croisière privée sur la Seine avec une équipe jeune et sympathique.\nSans parler du sentiment génial d'être seul avec ses potes sur un bateau en buvant un verre de vin face a la Tour Eiffel. Magique!""), ('Alix Papeloux', '2024-06-23', '5', 'Je recommande vivement. Le bateau est super et le capitaine encore plus. Nous étions 7, genial de découvrir Paris comme cela. Et en plus dispo en plein Paris'), ('angelina titouche', '2024-11-29', '5', ""J'ai passé un super moment. L'équipage était accueillant. Tout était organisé à la perfection.""), ('Elisabeth PANNETIER', '2023-12-21', '5', 'La croisière fut une expérience inoubliable ! Nous avons tous aimé découvrir Paris depuis la Seine sur un belle embarcation au coucher du soleil avec un skipper très sympa. …'), ('Nadia Zeyan Belkhir', '2024-06-23', '5', ""Belle expérience en équipe. Pour du team building c'est le top. Magnifique moment avec un accueil chaleureux et une balade mémorable. Je recommande !! Nous reviendrons !!"")]",cruise,1
Planète Croisière,"43 Bd Auguste Blanqui, 75013 Paris",48.87,2.28,"4,9",47,"[('Bernard Béliveau', '2024-07-23', '5', ""Je dois dire que je suis pleinement satisfait des conseils et services de Céline Girard et en particulier de sa ponctualité.\nJe cherche vainement quelque chose de négatif à lui reprocher mais je n'ai rien …""), ('Isabelle DT', '2023-12-21', '5', ""Je recommande vivement cette agence de voyage spécialisée dans les croisières.\nLes personnes sont à l'écoute, efficaces, très agréables et cherchent pour nous la meilleur formule. …""), ('Isabelle Audoux', '2023-12-21', '5', ""Bonjour, je suis cliente depuis quelques années et Pierre Juillard  suit mes dossiers a la perfection. Je lui resterai fidèle car je suis ravis de son professionnalisme. Pierre est très réactif dans mes demandes et ce que j'aime surtout …""), ('44 Lucas', '2023-12-21', '5', 'Déjà une croisière réserver et passer avec cette agence et plus particulièrement Pierre. Résultat, tout a été parfait du début à la fin ! Au final on a déjà 3 autres croisières de réserver par eux ! …'), ('Z. Cliente', '2023-12-21', '5', 'David est parfait, son professionnalisme et sa joie de vivre vous donne envie de voyager. Je ne le remercierais jamais assez pour tout ses conseils. Je vous le recommande, vous pouvez lui faire confiance et vous laisser guider les yeux fermés.'), ('jennifer dupont', '2023-12-21', '5', ""J'ai eu la chance de tomber sur David comme conseiller. Et même derrière le téléphone, il nous donne le sourire. David est très aimable et à l'écoute. Merci beaucoup à toi David pour ton professionnalisme.""), ('Alain Ternois', '2023-12-21', '5', ""Pierre a tout fait pour que ma déception relative à l'annulation par Explora de notre croisière en Afrique du Sud soit effacée.  Cette nouvelle croisière avec NCL toujours en Afrique du Sud et aux mêmes dates comble mes espérances. Contact …""), ('Nicolas B', '2023-12-21', '5', 'Agence sérieuse et très professionnelle ! Je passe par Pierre depuis le début de l année pour mes réservations et cela est géré parfaitement. Son dirigeant Lylian est également très professionnel.'), ('Jeremy Coisel', '2023-12-21', '5', 'Un énorme merci à David de l’agence qui est vraiment une personne adorable et surtout d’un professionnalisme incroyable. Un conseil, demander David pour réserver votre prochaine croisière.'), ('Sylvain Pinot', '2023-12-21', '5', 'Un grand grand merci à David pour son professionnalisme, sa joie et son envie de nous satisfaire en nous dénichant les meilleures offres. Nous passerons à nouveau avec lui pour une future croisière. À bientôt.')]",cruise,1
France Seine River Cruise,"8 Port de la Bourdonnais, 75007 Paris",48.87,2.28,"4,4",168,"[('Claire Priels', '2019-12-22', '5', 'Un moment magnifique, un bateau, un personnel au top et dîner très très bon, à  recommander'), ('Irèna Marinia', '2023-12-21', '4', 'Très jolie croisière mais étant des touristes qui ne connaissent pas chaque monuments ou ponts de Paris, il aurait fallu que nous ayons également des écouteurs à l extérieur.'), ('Julie Casse', '2019-12-22', '5', 'Repas vraiment délicieux...\nSuper surprise : un joueur de violon électronique, puis une chanteuse pour accompagner notre balade !'), ('Sébastien LEEMANS', '2019-12-22', '5', ""Exceptionnel ! Grandiose ! Magique !\nLes trois sont divinement délicieux et l'ambiance est canon !""), ('Patricia ROBERT', '2018-12-22', '5', ""Très bon moment avec toute l'équipe de NEWSENS sur une invitation du promoteur Édouard DENIS.""), ('Stéphane Neveu', '2017-12-22', '5', 'super balade sur la Seine. buffet parfait et clim idéale'), ('Sandrine Bonnie', '2019-12-22', '5', 'Repas super et bonne ambiance avec des chanteurs.'), ('Sacha Keller', '2018-12-22', '5', 'Saphir Onyx etc .. très agréable "" River cruise ""'), ('Thomas E', '2019-12-22', '5', 'Superbe croisière sur la Seine , équipe au top.'), ('Bach Bouk', '2022-12-21', '5', 'Très belle balade')]",cruise,1
Seine Avenue,"Quai de la Photo, Port de la Gare, 75013 Paris",48.87,2.28,"4,9",49,"[('Patricia Zentner', '2024-10-21', '5', ""Ballade sur la Seine à bord d'un petit bateau de 12 places. Découvrir les berges au milieu du fleuve, très beau moments. De belles photos insolites à réaliser. Tout cela pour 15 euros seulement. Une ballade de 45 m. Je recommande.""), ('Andreina Flores', '2024-06-23', '5', 'Excellente idée pour une belle promenade dans la Seine. Ponctuel, service sympa et très agréable.\nLe lieu du Quai de la Photo est très intéressant avec sa belle exposition. …'), ('Laura Fatton', '2024-10-21', '5', 'La meilleure expérience sur Seine à Paris.\nLa plus belle flotte de bateau parisienne.\nUn service aux petits oignons.\nBref la perfection !!'), ('Cecile Bonneau', '2024-08-22', '5', ""Nous avons adoré, c'était magique et si romantique ! Et pour le prix plus qu'abordable proposé, tellement plus agréable que les grosses péniches de tourisme.""), ('Inoha', '2024-11-20', '5', 'Très belle expérience, de plus, le capitaine était très sympa :)'), ('Seb Fly', '2023-12-21', '5', 'J’ai pu réaliser ma demande en mariage à bord du Murano, je recommande ce bateau qui est très beau l’espace à l’intérieur est très chaleureux et l’espace à l’arrière permet d’avoir une belle vue sur Paris. …'), ('Pierre Q', '2019-12-22', '5', ""Un moment magique et inoubliable qui restera gravé dans nos mémoires...merci à toute l'équipe pour leur professionnalisme et leur accessibilité que ce soit en amont ou pendant cette ballade.""), ('Gabriel Çelik', '2023-12-21', '5', 'Inoubliable croisière. Un capitaine formidable, un magnifique bateau et un itinéraire parfait.\nMerci Seine Avenue. …'), ('Alexis de LABEAU', '2021-12-21', '5', ""Un moment magique et inoubliable, des vues de Paris magnifiques depuis la Seine,\nune équipe attentionnée et professionnelle, un bateau magnifique. C'était absolument génial !\nMerci.""), ('Helie Dubois', '2018-12-22', '5', ""Très belle expérience partagée dans le cadre de notre mariage. Des vues de Paris magnifiques depuis la Seine. Une équipe attentionnée et à l'écoute. Merci à toute l'équipe de Seine Avenue de nous avoir accueillis."")]",cruise,1
Paris Canal - Port Solférino,"en face du, 12 Port de Solférino, 23 Quai Valéry Giscard d'Estaing, 75007 Paris",48.87,2.28,"4,1",64,"[('thomas', '2022-12-21', '4', ""Nous avons fait la visite du canal St Martin, et c'est vraiment pas mal. Ça change du tour classique sur la Seine. Attention il faut vraiment être a l'heure. Le bateau est un peu petit c'est dommage que les chaises soient posées au pif.\nMais vraiment les explications historique sont top. Je recommande.""), ('Philippe Sarcey', '2022-12-21', '5', ""Au départ du musée d'Orsay, nous avons fait une très agréable croisière, sur la Seine et sur le canal Saint-Martin.\nLe passage des écluses est une expérience à vivre, en étant à l'avant bas du …""), ('Elodie Salé', '2023-12-21', '1', 'Je donne mon avis en tant que riveraine qui en a marre de respirer tous les jours les effluves de vos bateaux polluants.\nQuand on sait qu’en plus le canal est ouvert à la baignade en ce moment, vous …'), ('Dimitri VINCENT', '2024-05-24', '2', ""Croisière en demie teinte. La partie sur la seine et sur le canal de l'Ourcq est sympa mais la partie sur le canal saint martin est très peu intéressante et c'est la partie la plus longue de la croisière. On passe en effet son temps dans des écluses (9 au total) ce qui limite clairement l’intérêt de l'activité. Dommage.""), ('Frédéric A.V.I', '2024-01-25', '5', 'Croisière extrêmement agréable; adaptée à toutes et à tous.\nIdéal pour découvrir Paris sous un autre angle !\nUn bon moment de détente, intéressant et chaleureux.\nAccueil parfait, excellent service à bord et tarif compétitif.'), ('Danielle', '2022-12-21', '5', 'Le 20 Avril pour nous rendre en groupe de 55 personnes à l\'île de Chatou !\nUne promenade mémorable et très intéressante, des explications très abondantes faites par Nicolas ""notre guide"" . …'), ('Yolande Favreau', '2022-12-21', '5', 'Excellente prestation! Nous avons privatisé un bateau Paris Canal «\xa0La Guêpe buissonnière\xa0» pour un 25eme anniversaire d’une association. Le personnel du bateau était excellent, amical, à l’écoute, efficace, bref parfait! Le buffet était délicieux ainsi que la pièce montée finale. Nous recommandons aussi le DJ Michael.'), ('Annie Fourbé', '2024-01-25', '1', ""Bateau vétuste et surtout non chauffé en plein hiver, nous avons eu très froid alors que nous étions pourtant à l'intérieur. Bref, croisière décevante.""), ('Marc Giraud', '2023-12-21', '5', ""Très belle croisière sur le canal St Martin avec des écluses et des tunnels sous Paris puis on debouche sur la Seine jusqu'au musée d'Orsay.""), ('Cecile Dumas', '2022-12-21', '5', 'Superbe balade d Orsay au bassin de la Villette, partie canal  très insolite avec le passage souterrain et les écluses , très bons commentaires. Je conseille , même aux parisiens !')]",cruise,1
Happy Cruise in Paris - Croisière privée sur la Seine,happycruiseparis.com,48.87,2.28,"5,0",31,"[('N Ch', '2024-12-14', '5', 'Nous avons passé un magnifique moment avec Capitaine Alex ! Malgré la température fraîche , comme le bateau est équipé de plaids et tout le nécessaire pour passer un bon moment , nous avons pu découvrir Paris de nuit sous un angle inédit ! …'), ('DESHOULIERES ALEXIS', '2024-09-21', '5', 'Superbe croisière avec Alexandre !\nN’hésitez surtout pas à profitez de ces moments au fil de l’eau.'), ('Sarah Rosier', '2024-11-29', '5', 'Une expérience inoubliable ! 🥰 Nous étions 4 adultes et 2 enfants, et tout le monde a adoré. Nous avons pris l’apéritif sur le bateau tout en profitant d’une vue splendide sur les bords de Seine, la Tour Eiffel et bien plus encore ! Notre …'), ('Vanina Sisoutham', '2024-10-21', '5', 'Incroyable expérience avec le capitaine Alex, qui est au petit soin avec ses passagers (boisson, plaid, photos souvenirs), je recommande vivement. C’est un passage obligatoire a faire quand vous venez a Paris ! Balade de 2h au top a l’occasion des 23 ans de ma meilleure amie.'), ('sahra tbt', '2024-10-21', '5', 'Excellente expérience !!! magnifique je recommande à mille % , Captain Alex au top'), ('Guillaume Astier', '2024-06-23', '5', ""Nous avons passé un très bon moment au fil de l'eau et en découvrant les plus beaux monuments de Paris. Et que dire des attentions et du professionnalisme de l'équipe. A refaire et je recommande vivement !""), ('Beaulieu Sébastien', '2024-05-24', '5', 'Une croisière privée sur la Seine, un rêve :)\nLes skippers sont très sympas et passionnés, ce qui ajoute une touche spéciale à cette expérience. …'), ('Philippe Labalette', '2024-08-22', '5', 'Super expérience avec Happy Cruise in Paris'), ('Xavier GUICHARD', '2024-05-24', '5', ""Nous avons fait une croisière extraordinaire sur la Seine. La découverte de Paris en bateau est magique de Paris. Un grand merci à Cédric notre skipper pour sa bonne humeur et les infos historiques qu'ils nous a données sur les momuments pendant notre croisière !""), ('Cat Bou', '2024-07-23', '5', 'Un bon moment à partager entre amis pour découvrir Paris différemment et paisiblement. Une magnifique expérience. Merci à Cap’tain Cédric')]",cruise,1
CROISIERE CLUB,"18 Av. du Général Leclerc, 92100 Boulogne-Billancourt",48.83,2.09,"4,2",37,"[('Jeremy Lefebvre', '2023-12-21', '5', ""Mes beaux parents ont effectués une très belle croisière.\nUn moment fabuleux qu'ils souhaitent certainement renouveler avec nous cette fois ci …""), ('SUROY PATRICIA', '2023-12-21', '1', 'Que du mensonge vendu par croisière club. Et surtout par Christiane. Horrible croisière. Un bateau fait uniquement pour une clientèle brésilienne extrêmement bruyante et sans gêne qui était en majorité absolue sur cette croisière. Nous …'), ('virginie engel', '2023-12-21', '1', ""Compliqué !\nA la recherche d'une croisière j'ai pris contact avec cette agence début décembre. J'ai été obligé de les relancer à deux reprises (téléphone et envoi de mail) …""), ('Oriana Brunet', '2022-12-21', '5', 'Super croisière en Arabie Saoudite et Jordanie cet hiver avec le msc belissima.\nTop Croisiere club'), ('Jean-marc Capron', '2019-12-22', '5', 'Service excellent (croisière en mai 2018)..recroisiere mars 2019 toujours parfait.'), ('Karim AKKACH', '2022-12-21', '5', ""Croisière magnifique. Ambiance de folie le soir, matin tonic avec des exercices encadrés, visites des villes ou l'on s'arrête pour la journée....différents décors et ambiances entre la Turquie magnifique et la Grèce qui est tout simplement …""), ('Guy Bodin', '2022-12-21', '1', ""Très mauvaise expérience avec cette agence concernant l'organisation mise en place autour de l'expo universelle de Dubaî. Les guides sur place étaient en retard chaque jour de 1 à 2H, avaient des consignes différentes de nos infos, sur 3js …""), ('josette delgrange', '2023-12-21', '5', 'De retour de croisière récemment ,tout a été génial .Encore un grand merci à Benjamin pour son professionnalisme.\nÉquipe très sympathique et organisée. …'), ('Guillaume de GERANDO', '2020-12-21', '5', ""Superbe expérience, tant à la réservation en février 2019 que ces dernières semaines en pleine crise de COVID. Personnel au petits soins, super sympa, hyper commerciaux. Petite agence qui a plus que tout d'une grande, proche et respectueuse …""), ('phyl christ', '2023-12-21', '5', 'Très bonne agence , j’ai fait un super voyage de croisière grâce à eux , je recommande !!')]",cruise,1
Vedettes du Pont Neuf,"1 Square du Vert Galant, 75001 Paris",48.83,2.09,"4,4",5508,"[('Marcia Ventura Arioli', '2024-11-20', '5', ""Service excellent et patient avec mon français pas très bon!  Le Guide touristique a très bien expliqué tous les points touristiques avec la douceur et le charme d'un grand professionnel !  Ce fut un voyage inoubliable et merveilleux avec ma fille!""), ('Matthieu Béraud', '2024-10-21', '4', 'Belle expérience je trouve qu’on a une belle vue de la ville de Paris depuis l’eau. C’est intéressant de voir les monuments de ce côté. Le billet vaut 16 € pour une heure c’est acceptable. Nous avons eu un super Guide qui a bien tenu son public.'), ('Géraud Roche', '2024-12-06', '5', 'Balade en bateau-mouche parfaite ! Vue imprenable sur les monuments de Paris, ambiance agréable et personnel accueillant. Moment relaxant et magique sur la Seine, idéal pour découvrir la ville autrement. À refaire sans hésiter !'), ('Olivier Muis-Pistor', '2024-11-20', '5', ""Une des jolies façons de découvrir Paris et ses nombreuses merveilles architecturales, patrimoniales et historiques. Les vedettes du Pont-Neuf sont une institution et les emprunter un soir ensoleillé d'automne avec cette belle lumière rasante est un véritable enchantement !""), ('Yves Jean', '2024-10-21', '5', 'Super expérience. Confortable et animation super. Petit bar pour attendre le départ du bateau. À faire pour quelques Euros. Payez un euro de plus pour avoir la flexibilité du billet.'), ('Jérémy du 59', '2024-10-21', '5', ""Une balade très agréable sur la seine d'une durée d'une heure.le point de départ est très bien situé,et facilement accessible.réservé sur le web,donc tarif un peu moins cher que sur place vous choisissez la date et l'heure (réservé une …""), ('Axerla00 M', '2024-11-20', '5', 'Très belle balade. Bien expliquée et le bateau bien propre. Le prix: 16€ pour les adultes'), ('Fred', '2024-10-21', '5', 'Une belle balade sur la Seine. Les commentaires sont appréciés et de qualité. Je recommande'), ('Pillet Charly', '2024-08-22', '4', 'Habitué des vedettes du Pont Neuf depuis 15 ans. J’adore toujours autant cette compagnie,  la localisation est parfaite. Les équipes et guides sont toujours aussi sympathiques et passionnées. Cependant le bar/snack se trouve dorénavant au …'), ('Baptiste Mathieu', '2024-06-23', '5', 'La « Vedette du Pont Neuf » offre une expérience exceptionnelle pour découvrir Paris depuis la Seine ! La croisière d’environ une heure permet de contempler tous les monuments emblématiques le long de la rivière, de la Tour Eiffel à …')]",cruise,1
